gender,workclass,education_level,education_num,marital_status,occupation,relationship,capital_loss,hours_per_week,inquiry_purpose_code,institute_type,account_type,asset_code,portfolio_type,approved,approved_loan_amount,age
Male, Private, Doctorate,1.6329491958841817, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,NBF,189.0,-0.09087726520149393,I,1.4386852314081315,1.1685274001325965,1.6593250394075854
Male, Private, Assoc-voc,0.18773308894193008, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,-0.12055745733218053,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.2684913597962786,1.174452067993896
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Protective-serv, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.5962647652114784,1.0128277441893325
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Transport-moving, Husband,-0.2644126153749733,-0.12055745733218053,-0.3839987875232711,HFC,58.0,1.3392439082325422,M,1.4386852314081315,0.2236700901382265,0.2047061251665154
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,0.7031783685892541,-0.5946475955869621,PVT,189.0,-0.09087726520149393,I,1.4386852314081315,-0.5856982471022337,1.9017615251144309
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Adm-clerical, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,NBF,189.0,-0.09087726520149393,I,1.4386852314081315,0.21475634193073254,-1.00747630336771
Male, Local-gov, Prof-school,1.3439059744957311, Married-civ-spouse, Prof-specialty, Husband,3.6806741077469844,-0.12055745733218053,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.6908730450917482,1.3360763917984593
Male, Local-gov, Bachelors,0.7658195317188305, Married-civ-spouse, Protective-serv, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,NBF,189.0,-0.09087726520149393,I,1.4386852314081315,0.3235040700621602,-0.3609790081494562
Male, Federal-gov, Bachelors,0.7658195317188305, Married-civ-spouse, Adm-clerical, Husband,-0.2644126153749733,0.2913104556285366,-0.41409147438951266,NBF,189.0,-0.09087726520149393,I,1.4386852314081315,-0.5660880010457469,0.6895790965802056
Male, Federal-gov, Bachelors,0.7658195317188305, Married-civ-spouse, Adm-clerical, Husband,-0.2644126153749733,-0.12055745733218053,-0.74511102991817,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.5839154974607349,1.0936399060916138
Female, Private, Assoc-acdm,0.4767763103303807, Married-civ-spouse, Exec-managerial, Wife,-0.2644126153749733,0.7031783685892541,-0.41409147438951266,NBF,5.0,-0.09087726520149393,R,1.4386852314081315,-0.15070733457652383,0.2047061251665154
Male, Local-gov, HS-grad,-0.3903533538349704, Married-civ-spouse, Protective-serv, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.521389280268528,0.8512034203847689
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Farming-fishing, Husband,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,NBF,999.0,-0.09087726520149393,I,1.4386852314081315,0.1327498584217871,1.6593250394075854
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Exec-managerial, Husband,3.6806741077469844,1.9387821074714051,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.0205591798881952,1.0936399060916138
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,PVT,173.0,1.3392439082325422,I,1.4386852314081315,0.7210572401163952,0.36633044897107886
Female, Self-emp-not-inc, Prof-school,1.3439059744957311, Married-civ-spouse, Prof-specialty, Wife,-0.2644126153749733,-0.532425370292898,-0.323813413790788,NBF,173.0,-0.09087726520149393,I,1.4386852314081315,1.3432368649994801,0.9320155822870502
Female, Private, 11th,-0.9684397966118709, Divorced, Exec-managerial, Unmarried,-0.2644126153749733,-0.12055745733218053,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.3699781096219623,-0.44179117005173796
Male, Local-gov, Some-college,-0.10131013244652015, Married-civ-spouse, Tech-support, Husband,-0.2644126153749733,0.2913104556285366,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.4929878348853804,-0.11854252244261151
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,-0.12055745733218053,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.8441969451195613,-0.19935468434489326
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,-0.12055745733218053,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.3059291022677535,1.174452067993896
Male, State-gov, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.1917031454720812,-0.11854252244261151
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Exec-managerial, Husband,3.649561436428988,0.7031783685892541,2.173879596107263,NBF,5.0,-0.09087726520149393,R,1.4386852314081315,-0.07226635035057595,0.2047061251665154
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,1.1150462815499709,-0.41409147438951266,NBF,189.0,-0.09087726520149393,I,1.4386852314081315,1.1293069080196227,0.5279547727756421
Male, Private, Some-college,-0.10131013244652015, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.2184443900945634,0.36633044897107886
Male, Self-emp-not-inc, Bachelors,0.7658195317188305, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,0.7031783685892541,-0.323813413790788,NBF,5.0,-0.09087726520149393,R,1.4386852314081315,0.38946580679761617,0.04308180136195194
Male, Self-emp-not-inc, Bachelors,-0.10131013244652015, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,-0.12055745733218053,-0.323813413790788,NBF,173.0,-0.09087726520149393,I,1.4386852314081315,-1.6535652823600218,1.2552642298961771
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Sales, Husband,-0.2644126153749733,1.5269141945106874,-0.41409147438951266,PVT,123.0,-0.09087726520149393,I,1.4386852314081315,-1.2274881180418058,0.4471426108733606
Male, Self-emp-inc, Some-college,-0.10131013244652015, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,4.162868837459278,-0.5946475955869621,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.6070912428002195,0.36633044897107886
Female, Private, Some-college,-0.10131013244652015, Married-spouse-absent, Prof-specialty, Not-in-family,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,PVT,58.0,1.3392439082325422,M,1.4386852314081315,-1.5965172938320598,-0.19935468434489326
Male, Private, Prof-school,1.3439059744957311, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,-0.12055745733218053,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.482421316776136,-0.5226033319540196
Female, Self-emp-not-inc, Masters,1.0548627531072812, Never-married, Prof-specialty, Not-in-family,-0.2644126153749733,1.5269141945106874,-0.3839987875232711,PVT,189.0,-0.09087726520149393,I,1.4386852314081315,-0.7443629651956281,-0.19935468434489326
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,0.7031783685892541,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,1.3681953599804637,0.2855182870687971
Male, Private, Bachelors,0.7658195317188305, Divorced, Sales, Not-in-family,-0.2644126153749733,-0.12055745733218053,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,0.49643078528754464,0.4471426108733606
Male, Private, HS-grad,-0.3903533538349704, Married-civ-spouse, Craft-repair, Husband,-0.2644126153749733,-0.12055745733218053,-0.5946475955869621,PVT,189.0,-0.09087726520149393,I,1.4386852314081315,-0.46268852183881576,-0.28016684624717497
Male, State-gov, Bachelors,0.7658195317188305, Married-civ-spouse, Prof-specialty, Husband,-0.2644126153749733,-0.36767820510861104,-0.41409147438951266,NBF,189.0,-0.09087726520149393,I,1.4386852314081315,-1.576907047775573,-0.6842276557585831
Male, Private, Bachelors,0.7658195317188305, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,-0.12055745733218053,2.173879596107263,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-1.0420821553259292,0.2855182870687971
Male, Self-emp-inc, Assoc-acdm,0.4767763103303807, Married-civ-spouse, Transport-moving, Husband,-0.2644126153749733,0.2913104556285366,-0.41409147438951266,PVT,5.0,-0.09087726520149393,R,1.4386852314081315,-0.0936593460485618,1.174452067993896
Male, Local-gov, HS-grad,-0.3903533538349704, Married-civ-spouse, Exec-managerial, Husband,-0.2644126153749733,-0.12055745733218053,-0.323813413790788,NBF,5.0,-0.09087726520149393,R,1.4386852314081315,1.6373905558467838,0.36633044897107886
